county,sub_county,year_1,month_2,disease_condition,nature_of_diagnosis_clinical_lab_pm,species,no_sick,deaths,diagnosis,date
Baringo,Baringo North,2019,May,Rvf,Clinical,Caprine,3,9,Clinically confirmed,2019-05-01
Baringo,Eldama Ravine,2019,May,Anthrax,Post Mortem,Cattle,1,2,Post Mortem,2019-05-01
Baringo,Baringo North,2019,May,Rvf,Clinical,Sheep,14,0,Clinically confirmed,2019-05-01
Baringo,Baringo Central,2019,june,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2019-06-01
Baringo,Eldama Ravine,2019,june,Rabies,Post Mortem,Cattle,2,13,Post Mortem,2019-06-01
Baringo,Eldama Ravine,2019,june,Anthrax,Post Mortem,Cattle,1,50,Post Mortem,2019-06-01
Baringo,Eldama Ravine,2019,june,Anthrax,Post Mortem,Cattle,1,150,Post Mortem,2019-06-01
Baringo,Baringo Central,2019,july,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-07-01
Baringo,Baringo North,2019,july,Brucellosis,Clinical,Goats,4,0,Clinically confirmed,2019-07-01
Baringo,Baringo South,2019,july,Brucellosis,Clinical,Goats,2,0,Clinically confirmed,2019-07-01
Bomet,Chepalungu,2019,February,Anthrax,Post Mortem,Bovine,1,1,Post Mortem,2019-02-01
Bomet,Sotik,2019,February,Brucellosis,Post Mortem,Bovine,1,0,Post Mortem,2019-02-01
Bomet,Sotik,2019,February,Rabies,Post Mortem,Ovine,2,1,Post Mortem,2019-02-01
Bomet,Sotik,2019,February,Anthrax,Post Mortem,Bovine,1,1,Post Mortem,2019-02-01
Bomet,Sotik,2019,February,Brucellosis,Post Mortem,Bovine,1,0,Post Mortem,2019-02-01
Bomet,Bomet Central,2019,February,Anthrax,Clinical,Bovine,1,1,Clinically confirmed,2019-02-01
Bomet,Sotik,2019,March,Anthrax,Clinical,Bovine,2,1,Clinically confirmed,2019-03-01
Bomet,Bomet East,2019,March,Rabies,Clinical,Caprine,1,0,Clinically confirmed,2019-03-01
Bomet,Sotik,2019,March,Rabies,Clinical,Canine,2,1,Clinically confirmed,2019-03-01
Bomet,Sotik,2019,January,Rabies,Clinical,Canine,3,0,Clinically confirmed,2019-01-01
Bomet,Bomet East,2019,January,Brucellosis,Clinical,Bovine,1,0,Clinically confirmed,2019-01-01
Bomet,Konoin,2019,January,Rabies,Clinical,Canine,1,0,Clinically confirmed,2019-01-01
Bomet,Chepalungu,2019,May,Rabies,Clinical,Cattle,10,0,Clinically confirmed,2019-05-01
Bomet,Sotik,2019,May,Anthrax,Post Mortem,Cattle,1,1,Post Mortem,2019-05-01
Bomet,Sotik,2019,May,Rabies,Clinical,Dogs,1,1,Clinically confirmed,2019-05-01
Bomet,Sotik,2019,May,Rabies,Clinical,Donkey,1,1,Clinically confirmed,2019-05-01
Bomet,Konoin,2019,May,Rabies,Clinical,Dogs,3,3,Clinically confirmed,2019-05-01
Bomet,Bomet East,2019,May,Anthrax,Post Mortem,Cattle,1,1,Post Mortem,2019-05-01
Bomet,Sotik,2019,May,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-05-01
Bomet,Sotik,2019,June,Rabies,Clinical,Cattle,2,1,Clinically confirmed,2019-06-01
Bomet,Sotik,2019,June,Rabies,Clinical,Cattle,2,0,Clinically confirmed,2019-06-01
Bomet,Sotik,2019,June,Rabies,Clinical,Dogs,1,1,Clinically confirmed,2019-06-01
Bomet,Sotik,2019,June,Rabies,Laboratory,Goats,1,1,Lab confirmed,2019-06-01
Bomet,Sotik,2019,june,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-06-01
Bomet,Sotik,2019,june,Anthrax,Clinical,Cattle,1,0,Clinically confirmed,2019-06-01
Bomet,Chepalungu,2019,November,Rabies,Clinical,Dog,1,1,Clinically confirmed,2019-11-01
Bomet,Bomet Central,2019,November,Anthrax,Clinical,Cattle,1,1,Clinically confirmed,2019-11-01
Bomet,Sotik,2019,October,Rabies,Laboratory,Cattle,1,1,Lab confirmed,2019-10-01
Bomet,Sotik,2019,October,Anthrax,Post Mortem,Cattle,1,2,Post Mortem,2019-10-01
Bomet,Konoin,2019,October,Rabies,Clinical,Cattle,1,NA,Clinically confirmed,2019-10-01
Bomet,Konoin,2019,October,Rabies,Clinical,Cattle,1,NA,Clinically confirmed,2019-10-01
Bomet,Sotik,2019,October,Rabies,Clinical,Cattle,1,NA,Clinically confirmed,2019-10-01
Bomet,Sotik,2019,December,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-12-01
Bomet,Sotik,2019,August,Rabies,Laboratory,Cattle,1,1,Lab confirmed,2019-08-01
Bomet,Bomet East,2019,August,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2019-08-01
Bomet,Sotik,2019,August,Anthrax,Clinical,Cattle,1,1,Clinically confirmed,2019-08-01
Bomet,Chebalungu,2019,September,Rabies,Laboratory,Cattle,1,1,Lab confirmed,2019-09-01
Bomet,Chepalungu,2019,May,Rabies,Clinical,Cattle,10,0,Clinically confirmed,2019-05-01
Bomet,Sotik,2019,May,Anthrax,Post Mortem,Cattle,1,1,Post Mortem,2019-05-01
Bomet,Sotik,2019,May,Rabies,Clinical,Dog,1,1,Clinically confirmed,2019-05-01
Bomet,Sotik,2019,May,Rabies,Clinical,Equine,1,1,Clinically confirmed,2019-05-01
Bomet,Konoin,2019,May,Rabies,Clinical,Dog,3,3,Clinically confirmed,2019-05-01
Bomet,Bomet East,2019,May,Anthrax,Post Mortem,Cattle,1,1,Post Mortem,2019-05-01
Bomet,Sotik,2019,May,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-05-01
Bomet,Sotik,2019,June,Rabies,Clinical,Cattle,2,1,Clinically confirmed,2019-06-01
Bomet,Sotik,2019,June,Rabies,Clinical,Cattle,2,0,Clinically confirmed,2019-06-01
Bomet,Sotik,2019,June,Rabies,Clinical,Dog,1,1,Clinically confirmed,2019-06-01
Bomet,Sotik,2019,June,Rabies,Laboratory,Caprine,1,1,Lab confirmed,2019-06-01
Bomet,Sotik,2019,june,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-06-01
Bomet,Sotik,2019,june,Anthrax,Clinical,Cattle,1,0,Clinically confirmed,2019-06-01
Bomet,Chepalungu,2019,February,Anthrax,Post Mortem,Cattle,1,1,Post Mortem,2019-02-01
Bomet,Sotik,2019,February,Brucellosis,Post Mortem,Cattle,1,0,Post Mortem,2019-02-01
Bomet,Sotik,2019,February,Rabies,Post Mortem,Sheep,2,1,Post Mortem,2019-02-01
Bomet,Sotik,2019,February,Anthrax,Post Mortem,Cattle,1,1,Post Mortem,2019-02-01
Bomet,Sotik,2019,February,Brucellosis,Post Mortem,Cattle,1,0,Post Mortem,2019-02-01
Bomet,Bomet Central,2019,February,Anthrax,Clinical,Cattle,1,1,Clinically confirmed,2019-02-01
Bomet,Sotik,2019,March,Anthrax,Clinical,Cattle,2,1,Clinically confirmed,2019-03-01
Bomet,Bomet East,2019,March,Rabies,Clinical,Caprine,1,0,Clinically confirmed,2019-03-01
Bomet,Sotik,2019,March,Rabies,Clinical,Dog,2,1,Clinically confirmed,2019-03-01
Bomet,Sotik,2019,January,Rabies,Clinical,Dog,3,0,Clinically confirmed,2019-01-01
Bomet,Bomet East,2019,January,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2019-01-01
Bomet,Konoin,2019,January,Rabies,Clinical,Dog,1,0,Clinically confirmed,2019-01-01
Bomet,Bomet,2019,july,Rabies,Laboratory,Sheep,1,1,Lab confirmed,2019-07-01
Bomet,Bomet,2019,july,Rabies,Laboratory,Feline,1,1,Lab confirmed,2019-07-01
Bomet,Bomet,2019,july,Rabies,Laboratory,Cattle,2,2,Lab confirmed,2019-07-01
Bomet,Bomet,2019,july,Rabies,Laboratory,Cattle,1,1,Lab confirmed,2019-07-01
Bomet,Bomet East,2019,july,Brucellosis,Clinical,Cattle,3,0,Clinically confirmed,2019-07-01
Bomet,Chepalungu,2019,july,Rabies,Clinical,Cattle,1,1,Clinically confirmed,2019-07-01
Bomet,Konoin,2019,july,Rabies,Clinical,Goats,1,1,Clinically confirmed,2019-07-01
Bomet,Konoin,2019,july,Anthrax,Clinical,Cattle,1,1,Clinically confirmed,2019-07-01
Bomet,Konoin,2019,july,Rabies,Clinical,Equine,1,0,Clinically confirmed,2019-07-01
Bomet,Sotik,2019,july,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-07-01
Bomet,Sotik,2019,july,Rabies,Clinical,Goats,1,0,Clinically confirmed,2019-07-01
Bomet,Sotik,2019,july,Rabies,Clinical,Goats,1,0,Clinically confirmed,2019-07-01
Busia,Budalangi,2019,October,Rabies,Clinical,Dog,1,NA,Clinically confirmed,2019-10-01
Busia,Budalangi,2019,December,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2019-12-01
Embu,mbeere south,2019,September,Anthrax,Clinical,Cattle,1,0,Clinically confirmed,2019-09-01
Embu,manyatta,2019,September,Anthrax,Clinical,Cattle,1,0,Clinically confirmed,2019-09-01
Embu,Runyenjes,2018,January,Rvf,Laboratory,Bovine,1,NA,Lab confirmed,2018-01-01
Garissa,Garissa Township,2019,November,Rvf,Clinical,Sheep,1,2,Clinically confirmed,2019-11-01
Homa Bay,Kabondo Kasipul,2019,October,Rvf,Clinical,Cattle,2,NA,Clinically confirmed,2019-10-01
Homa Bay,Mbita,2019,October,Rabies,Clinical,Dog,1,NA,Clinically confirmed,2019-10-01
Homa Bay,Mbita,2019,October,Rabies,Clinical,Dog,1,NA,Clinically confirmed,2019-10-01
Homa Bay,Mbita,2019,October,Rabies,Clinical,Dog,1,NA,Clinically confirmed,2019-10-01
Homa Bay,Mbita,2019,October,Rabies,Clinical,Dog,1,NA,Clinically confirmed,2019-10-01
Kajiado,Kajiado North,2019,January,Rabies,Laboratory,Canine,1,NA,Lab confirmed,2019-01-01
Kajiado,Kajiado North,2019,January,Rabies,Laboratory,Dog,1,NA,Lab confirmed,2019-01-01
Kakamega,Butere,2019,November,Rabies,Clinical,Cattle,1,1,Clinically confirmed,2019-11-01
Kakamega,Butere,2019,December,Rabies,Clinical,Cattle,1,2,Clinically confirmed,2019-12-01
Kakamega,Butere,2019,December,Rabies,Clinical,Cattle,1,2,Clinically confirmed,2019-12-01
Kericho,Ainamoi,2019,May,Anthrax,Laboratory,Cattle,1,1,Lab confirmed,2019-05-01
Kericho,Sigowet/Soin,2019,May,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2019-05-01
Kericho,Kipkelion East,2019,May,Anthrax,Clinical,Cattle,1,2,Clinically confirmed,2019-05-01
Kericho,Sigowet/Soin,2019,May,Rabies,Clinical,Cattle,2,1,Clinically confirmed,2019-05-01
Kericho,Ainamoi,2019,May,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2019-05-01
Kericho,Ainamoi,2019,May,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2019-05-01
Kericho,Ainamoi,2019,May,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2019-05-01
Kericho,Ainamoi,2019,May,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2019-05-01
Kericho,Ainamoi,2019,May,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2019-05-01
Kericho,Ainamoi,2019,May,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2019-05-01
Kericho,Ainamoi,2019,May,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2019-05-01
Kericho,Ainamoi,2019,May,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2019-05-01
Kericho,Ainamoi,2019,May,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2019-05-01
Kericho,Bureti,2019,June,Anthrax,Clinical,Cattle,1,2,Clinically confirmed,2019-06-01
Kericho,Bureti,2019,May,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-05-01
Kericho,Ainamoi,2019,May,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2019-05-01
Kericho,Bureti,2019,june,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-06-01
Kericho,Bureti,2019,june,Rabies,Clinical,Cattle,1,4,Clinically confirmed,2019-06-01
Kericho,Kericho West,2019,November,Rabies,Laboratory,Cattle,1,1,Lab confirmed,2019-11-01
Kericho,Kipkelion East,2019,November,Anthrax,Laboratory,Cattle,1,1,Lab confirmed,2019-11-01
Kericho,Ainamoi,2019,December,Anthrax,Laboratory,Cattle,1,0,Lab confirmed,2019-12-01
Kericho,Ainamoi,2019,December,Anthrax,Laboratory,Cattle,1,0,Lab confirmed,2019-12-01
Kericho,Buret,2019,December,Anthrax,Laboratory,Cattle,1,0,Lab confirmed,2019-12-01
Kericho,Kericho West,2019,August,Rabies,Laboratory,Cattle,1,1,Lab confirmed,2019-08-01
Kericho,Sigowet/Soin,2019,August,Rabies,Laboratory,Cattle,3,7,Lab confirmed,2019-08-01
Kericho,Kericho West,2019,August,Rabies,Laboratory,Cattle,1,1,Lab confirmed,2019-08-01
Kericho,Belgut,2019,September,Rabies,Laboratory,Cattle,1,1,Lab confirmed,2019-09-01
Kericho,Ainamoi,2019,May,Anthrax,Laboratory,Cattle,1,1,Lab confirmed,2019-05-01
Kericho,Sigowet/Soin,2019,May,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2019-05-01
Kericho,Kipkelion East,2019,May,Anthrax,Clinical,Cattle,1,2,Clinically confirmed,2019-05-01
Kericho,Sigowet/Soin,2019,May,Rabies,Clinical,Cattle,2,1,Clinically confirmed,2019-05-01
Kericho,Ainamoi,2019,May,Rabies,Clinical,Dog,1,0,Clinically confirmed,2019-05-01
Kericho,Ainamoi,2019,May,Rabies,Clinical,Dog,1,0,Clinically confirmed,2019-05-01
Kericho,Ainamoi,2019,May,Rabies,Clinical,Dog,1,0,Clinically confirmed,2019-05-01
Kericho,Ainamoi,2019,May,Rabies,Clinical,Dog,1,0,Clinically confirmed,2019-05-01
Kericho,Ainamoi,2019,May,Rabies,Clinical,Dog,1,0,Clinically confirmed,2019-05-01
Kericho,Ainamoi,2019,May,Rabies,Clinical,Dog,1,0,Clinically confirmed,2019-05-01
Kericho,Ainamoi,2019,May,Rabies,Clinical,Dog,1,0,Clinically confirmed,2019-05-01
Kericho,Ainamoi,2019,May,Rabies,Clinical,Dog,1,0,Clinically confirmed,2019-05-01
Kericho,Ainamoi,2019,May,Rabies,Clinical,Dog,1,0,Clinically confirmed,2019-05-01
Kericho,Bureti,2019,June,Anthrax,Clinical,Cattle,1,2,Clinically confirmed,2019-06-01
Kericho,Bureti,2019,May,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-05-01
Kericho,Ainamoi,2019,May,Rabies,Clinical,Dog,1,0,Clinically confirmed,2019-05-01
Kericho,Bureti,2019,june,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-06-01
Kericho,Bureti,2019,june,Rabies,Clinical,Cattle,1,4,Clinically confirmed,2019-06-01
Kericho,Belgut,2019,july,Rabies,Clinical,Cattle,1,2,Clinically confirmed,2019-07-01
Kiambu,Kikuyu,2019,January,Anthrax,Laboratory,Bovine,1,NA,Lab confirmed,2019-01-01
Kiambu,Lari,2019,May,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-05-01
Kiambu,Lari,2019,May,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-05-01
Kiambu,Kabete,2019,May,Rabies,Clinical,Dogs,2,0,Clinically confirmed,2019-05-01
Kiambu,Gatundu South,2019,June,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-06-01
Kiambu,Kikuyu,2019,January,Anthrax,Laboratory,Bovine,1,NA,Lab confirmed,2019-01-01
Kiambu,Gatundu North,2019,October,Anthrax,Laboratory,Cattle,1,1,Lab confirmed,2019-10-01
Kiambu,Gatundu South,2019,August,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-08-01
Kiambu,Lari,2019,May,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-05-01
Kiambu,Lari,2019,May,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-05-01
Kiambu,Kabete,2019,May,Rabies,Clinical,Dog,2,0,Clinically confirmed,2019-05-01
Kiambu,Gatundu South,2019,June,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-06-01
Kiambu,Kikuyu,2019,January,Anthrax,Laboratory,Cattle,1,NA,Lab confirmed,2019-01-01
Kilifi,Malindi,2019,February,Rvf,Clinical,Bovine,3,1,Clinically confirmed,2019-02-01
Kilifi,Malindi,2019,February,Rvf,Clinical,Caprine,5,1,Clinically confirmed,2019-02-01
Kilifi,Kilifi North,2019,February,Rabies,Clinical,Caprine,2,0,Clinically confirmed,2019-02-01
Kilifi,Malindi,2019,January,Rvf,Clinical,Caprine,3,1,Clinically confirmed,2019-01-01
Kilifi,Malindi,2019,February,Rvf,Laboratory,Caprine,1,-,Lab confirmed,2019-02-01
Kilifi,Malindi,2019,February,Rvf,Clinical,Cattle,3,1,Clinically confirmed,2019-02-01
Kilifi,Malindi,2019,February,Rvf,Clinical,Caprine,5,1,Clinically confirmed,2019-02-01
Kilifi,Kilifi North,2019,February,Rabies,Clinical,Caprine,2,0,Clinically confirmed,2019-02-01
Kilifi,Malindi,2019,January,Rvf,Clinical,Caprine,3,1,Clinically confirmed,2019-01-01
Kirinyaga,Kirinyaga East,2019,February,Rabies,Laboratory,Bovine,1,1,Lab confirmed,2019-02-01
Kirinyaga,Kirinyaga East,2019,May,Rabies,Laboratory,Bovine,1,1,Lab confirmed,2019-05-01
Kirinyaga,Kirinyaga west,2019,November,Rabies,Laboratory,Cattle,1,1,Lab confirmed,2019-11-01
Kirinyaga,Kirinyaga West,2019,December,Anthrax,Laboratory,Pig,3,0,Lab confirmed,2019-12-01
Kirinyaga,Kirinyaga East,2019,May,Rabies,Laboratory,Cattle,1,1,Lab confirmed,2019-05-01
Kirinyaga,Kirinyaga East,2019,February,Rabies,Laboratory,Cattle,1,1,Lab confirmed,2019-02-01
Kisii,Bomachoge Borabu,2019,November,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2019-11-01
Kisii,Bomachoge Borabu,2019,November,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2019-11-01
Kisii,Bomachoge Borabu,2019,November,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2019-11-01
Kisii,Nyaribari Chache,2019,October,Anthrax,Clinical,Cattle,2,NA,Clinically confirmed,2019-10-01
Kisii,Bonchari,2019,October,Rabies,Clinical,Cattle,1,NA,Clinically confirmed,2019-10-01
Kisii,Bomachoge Borabu,2019,October,Brucellosis,Clinical,Cattle,1,NA,Clinically confirmed,2019-10-01
Kisii,Bomachoge Chache,2019,October,Brucellosis,Clinical,Cattle,1,NA,Clinically confirmed,2019-10-01
Kisii,Kitutu chache,2019,December,Rabies,Laboratory,Cattle,1,0,Lab confirmed,2019-12-01
Kisumu,Kisumu East,2018,January,Rabies,Laboratory,Canine,1,1,Lab confirmed,2018-01-01
Kisumu,Seme,2019,January,Rabies,Clinical,Bovine,1,1,Clinically confirmed,2019-01-01
Kisumu,Seme,2019,September,Rabies,Laboratory,Cattle,1,1,Lab confirmed,2019-09-01
Kisumu,Kisumu East,2018,January,Rabies,Laboratory,Dog,1,1,Lab confirmed,2018-01-01
Kisumu,Seme,2019,January,Rabies,Clinical,Cattle,1,1,Clinically confirmed,2019-01-01
Kitui,Kitui Rural,2019,November,Rabies,Laboratory,Dog,1,1,Lab confirmed,2019-11-01
Kitui,Mwingi Central,2019,August,Rabies,Clinical,Dog,1,1,Clinically confirmed,2019-08-01
Kwale,Msambweni,2019,May,Rvf,Clinical,Goats,3,0,Clinically confirmed,2019-05-01
Kwale,Kinango,2019,june,Rabies,Clinical,Cats,1,0,Clinically confirmed,2019-06-01
Kwale,Msambweni,2019,May,Rvf,Clinical,Caprine,3,0,Clinically confirmed,2019-05-01
Kwale,Kinango,2019,june,Rabies,Clinical,Dog,1,0,Clinically confirmed,2019-06-01
Laikipia,Tigithi,2019,January,Rabies,Laboratory,Canine,1,1,Lab confirmed,2019-01-01
Laikipia,Tigithi,2019,January,Rabies,Laboratory,Dog,1,1,Lab confirmed,2019-01-01
Makueni,Makueni,2019,February,Brucellosis,Clinical,Bovine,1,0,Clinically confirmed,2019-02-01
Makueni,Kibwezi West,2019,February,Rabies,Clinical,Canine,2,0,Clinically confirmed,2019-02-01
Makueni,Mbooni,2019,February,Brucellosis,Clinical,Caprine,1,0,Clinically confirmed,2019-02-01
Makueni,Kilome,2019,March,Rabies,Clinical,Canine,1,0,Clinically confirmed,2019-03-01
Makueni,Kaiti,2019,March,Rvf,Clinical,Bovine,5,0,Clinically confirmed,2019-03-01
Makueni,Kaiti,2019,March,Rvf,Clinical,Ovine,14,0,Clinically confirmed,2019-03-01
Makueni,Kilome,2019,March,Anthrax,Clinical,Bovine,1,2,Clinically confirmed,2019-03-01
Makueni,Kaiti,2019,March,Rvf,Clinical,Bovine,5,0,Clinically confirmed,2019-03-01
Makueni,Kaiti,2019,March,Brucellosis,Clinical,Ovine,12,0,Clinically confirmed,2019-03-01
Makueni,Kaiti,2019,March,Rvf,Clinical,Caprine,1,9,Clinically confirmed,2019-03-01
Makueni,Kaiti,2019,March,Rvf,Clinical,Ovine,12,0,Clinically confirmed,2019-03-01
Makueni,Kaiti,2019,March,Rvf,Clinical,Caprine,9,0,Clinically confirmed,2019-03-01
Makueni,Kaiti,2019,March,Rvf,Clinical,Ovine,22,9,Clinically confirmed,2019-03-01
Makueni,Kaiti,2019,March,Rvf,Clinical,Bovine,5,0,Clinically confirmed,2019-03-01
Makueni,Kaiti,2019,March,Rvf,Clinical,Bovine,5,0,Clinically confirmed,2019-03-01
Makueni,Kaiti,2019,March,Rvf,Clinical,Caprine,1,9,Clinically confirmed,2019-03-01
Makueni,Mbooni,2019,May,Anthrax,Clinical,Cattle,1,1,Clinically confirmed,2019-05-01
Makueni,Kibwezi East,2019,May,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-05-01
Makueni,Kilome,2019,june,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2019-06-01
Makueni,Makueni,2019,November,Brucellosis,Clinical,Dog,1,0,Clinically confirmed,2019-11-01
Makueni,Makueni,2019,November,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2019-11-01
Makueni,Mbooni,2019,October,Rabies,Clinical,Dog,1,0,Clinically confirmed,2019-10-01
Makueni,Kilome,2019,October,Rabies,Clinical,Dog,1,NA,Clinically confirmed,2019-10-01
Makueni,Makueni,2019,December,Brucellosis,Clinical,Dog,1,0,Clinically confirmed,2019-12-01
Makueni,Mbooni,2019,August,Rabies,Clinical,Dog,1,1,Clinically confirmed,2019-08-01
Makueni,Mbooni,2019,August,Rabies,Clinical,Dog,1,0,Clinically confirmed,2019-08-01
Makueni,Mbooni,2019,September,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2019-09-01
Makueni,Mbooni,2019,September,Rabies,Clinical,Cats,1,0,Clinically confirmed,2019-09-01
Makueni,Makueni,2019,September,Rabies,Clinical,Cats,1,0,Clinically confirmed,2019-09-01
Makueni,Mbooni,2019,May,Anthrax,Clinical,Cattle,1,1,Clinically confirmed,2019-05-01
Makueni,Kibwezi East,2019,May,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2019-05-01
Makueni,Kilome,2019,june,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2019-06-01
Makueni,Makueni,2019,February,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2019-02-01
Makueni,Kibwezi West,2019,February,Rabies,Clinical,Dog,2,0,Clinically confirmed,2019-02-01
Makueni,Mbooni,2019,February,Brucellosis,Clinical,Caprine,1,0,Clinically confirmed,2019-02-01
Makueni,Kilome,2019,March,Rabies,Clinical,Dog,1,0,Clinically confirmed,2019-03-01
Makueni,Kaiti,2019,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2019-03-01
Makueni,Kaiti,2019,March,Rvf,Clinical,Sheep,14,0,Clinically confirmed,2019-03-01
Makueni,Kilome,2019,March,Anthrax,Clinical,Cattle,1,2,Clinically confirmed,2019-03-01
Makueni,Kaiti,2019,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2019-03-01
Makueni,Kaiti,2019,March,Brucellosis,Clinical,Sheep,12,0,Clinically confirmed,2019-03-01
Makueni,Kaiti,2019,March,Rvf,Clinical,Caprine,1,9,Clinically confirmed,2019-03-01
Makueni,Kaiti,2019,March,Rvf,Clinical,Sheep,12,0,Clinically confirmed,2019-03-01
Makueni,Kaiti,2019,March,Rvf,Clinical,Caprine,9,0,Clinically confirmed,2019-03-01
Makueni,Kaiti,2019,March,Rvf,Clinical,Sheep,22,9,Clinically confirmed,2019-03-01
Makueni,Kaiti,2019,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2019-03-01
Makueni,Kaiti,2019,March,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2019-03-01
Makueni,Kaiti,2019,March,Rvf,Clinical,Caprine,1,9,Clinically confirmed,2019-03-01
Mandera,Mandera North,2019,August,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2019-08-01
Mandera,Mandera North,2019,August,Brucellosis,Clinical,Caprine,1,0,Clinically confirmed,2019-08-01
